ledger_entry_id,account_code,accounting_date,currency,signed_amount,source_reference,source_type,description,entry_origin
led_PAY_0511,2100-PAYMENTS-CLEARING,2026-03-13,INR,780.14,pay_DEMO_0511,PAYMENT,Payment captured pay_DEMO_0511,IMPORTED
led_PAY_0512,2100-PAYMENTS-CLEARING,2026-03-13,INR,1951.82,pay_DEMO_0512,PAYMENT,Payment captured pay_DEMO_0512,IMPORTED
led_PAY_0513,2100-PAYMENTS-CLEARING,2026-03-13,INR,24409.02,pay_DEMO_0513,PAYMENT,Payment captured pay_DEMO_0513,IMPORTED
led_PAY_0514,2100-PAYMENTS-CLEARING,2026-03-13,INR,4881.02,pay_DEMO_0514,PAYMENT,Payment captured pay_DEMO_0514,IMPORTED
led_PAY_0515,2100-PAYMENTS-CLEARING,2026-03-13,INR,2440.02,pay_DEMO_0515,PAYMENT,Payment captured pay_DEMO_0515,IMPORTED
led_PAY_0516,2100-PAYMENTS-CLEARING,2026-03-13,INR,7323.00,pay_DEMO_0516,PAYMENT,Payment captured pay_DEMO_0516,IMPORTED
led_PAY_0517,2100-PAYMENTS-CLEARING,2026-03-13,INR,14157.80,pay_DEMO_0517,PAYMENT,Payment captured pay_DEMO_0517,IMPORTED
led_PAY_0518,2100-PAYMENTS-CLEARING,2026-03-13,INR,975.42,pay_DEMO_0518,PAYMENT,Payment captured pay_DEMO_0518,IMPORTED
led_PAY_0519,2100-PAYMENTS-CLEARING,2026-03-13,INR,1220.50,pay_DEMO_0519,PAYMENT,Payment captured pay_DEMO_0519,IMPORTED
led_PAY_0520,2100-PAYMENTS-CLEARING,2026-03-14,INR,975.42,pay_DEMO_0520,PAYMENT,Payment captured pay_DEMO_0520,IMPORTED
